ph,temperature,turbidity,fish
8.72,17.8,3.48,pangas
8.75,18.04,3.5,pangas
8.77,17.71,3.33,pangas
8.75,17.99,3.25,pangas
8.8,18.22,3.3,pangas
8.74,18.6,3.5,pangas
8.77,17.82,3.41,pangas
8.83,18.03,3.46,pangas
8.75,18.76,3.48,pangas
8.71,17.8,3.63,pangas
8.68,18.14,3.33,pangas
8.66,17.71,3.48,pangas
8.82,18.27,3.41,pangas
8.8,17.89,3.18,pangas
8.75,17.55,3.63,pangas
8.79,17.74,3.5,pangas
8.76,18.26,3.22,pangas
8.78,17.6,3.63,pangas
8.8,17.8,3.71,pangas
8.67,18.33,3.76,pangas
8.77,17.94,3.53,pangas
8.72,18.79,3.35,pangas
8.82,17.78,3.79,pangas
8.85,18.12,3.53,pangas
8.7,17.68,3.53,pangas
8.82,17.84,3.91,pangas
8.72,18.07,3.52,pangas
8.74,17.39,3.35,pangas
8.76,17.97,3.6,pangas
8.79,17.93,3.28,pangas
8.77,17.94,3.47,pangas
8.85,17.53,3.35,pangas
8.73,18.16,3.73,pangas
8.76,18.01,3.56,pangas
8.86,17.41,3.62,pangas
8.79,17.83,3.54,pangas
8.81,18.11,3.9,pangas
8.78,17.95,3.43,pangas
8.8,17.93,3.47,pangas
8.77,17.9,3.35,pangas
8.79,17.85,3.59,pangas
8.78,17.82,3.78,pangas
8.76,18.13,3.33,pangas
8.67,17.77,3.04,pangas
8.76,18.38,3.29,pangas
8.66,18.39,3.37,pangas
8.77,18.18,3.57,pangas
8.81,18.21,3.12,pangas
8.7,18.29,3.31,pangas
8.74,17.56,3.39,pangas
8.75,17.66,3.26,pangas
8.79,17.7,3.35,pangas
8.66,18.52,3.66,pangas
8.75,17.67,3.47,pangas
8.77,17.56,2.96,pangas
8.74,17.47,3.5,pangas
8.78,17.65,3.36,pangas
8.86,18.17,3.38,pangas
8.88,17.58,3.31,pangas
8.76,17.48,3.83,pangas
8.78,17.7,3.56,pangas
8.78,17.85,3.23,pangas
8.7,18.6,3.2,pangas
8.85,17.69,3.63,pangas
8.79,18.14,3.62,pangas
8.69,17.74,3.2,pangas
8.78,17.54,3.07,pangas
8.76,17.28,3.52,pangas
8.71,17.69,3.01,pangas
8.85,17.5,3.4,pangas
8.68,17.69,3.82,pangas
8.78,17.72,3.46,pangas
8.74,17.91,3.62,pangas
8.75,18.01,3.52,pangas
8.75,17.72,3.36,pangas
8.8,18.17,3.24,pangas
8.76,17.71,3.63,pangas
8.75,18.6,3.51,pangas
8.83,17.64,3.47,pangas
8.8,17.63,3.47,pangas
8.78,18.0,3.48,pangas
8.83,17.9,3.31,pangas
8.87,17.65,3.51,pangas
8.74,17.72,3.63,pangas
8.77,18.12,3.03,pangas
8.81,17.78,3.1,pangas
8.87,18.18,3.53,pangas
8.84,18.07,3.32,pangas
8.77,17.8,3.38,pangas
8.72,17.71,3.66,pangas
8.8,17.85,3.27,pangas
8.76,17.49,3.51,pangas
8.83,18.71,3.26,pangas
8.83,17.79,3.25,pangas
8.72,18.04,3.29,pangas
8.75,17.87,3.33,pangas
8.74,17.27,3.5,pangas
8.78,17.76,3.55,pangas
8.85,18.01,3.75,pangas
8.89,18.76,3.24,pangas
8.72,17.87,3.51,pangas
8.86,18.19,3.24,pangas
8.75,17.99,3.18,pangas
8.78,17.64,3.15,pangas
8.73,18.12,3.56,pangas
8.78,18.3,3.66,pangas
8.79,18.02,3.51,pangas
8.77,17.35,3.71,pangas
8.8,17.64,3.77,pangas
8.75,17.97,3.68,pangas
8.79,18.4,3.41,pangas
8.86,17.77,3.74,pangas
8.67,17.67,3.54,pangas
8.76,17.98,3.49,pangas
8.72,17.67,3.53,pangas
8.75,18.4,3.44,pangas
8.82,18.13,3.36,pangas
8.68,18.36,3.28,pangas
8.76,17.95,3.47,pangas
8.83,18.0,3.45,pangas
8.83,18.18,3.33,pangas
8.72,17.75,3.47,pangas
8.72,18.03,3.45,pangas
8.65,17.58,2.9,pangas
8.76,18.32,3.1,pangas
8.71,17.95,3.27,pangas
8.73,18.16,3.38,pangas
8.71,17.37,3.92,pangas
8.84,17.86,3.5,pangas
8.76,18.15,3.31,pangas
8.81,17.94,3.43,pangas
8.78,18.08,3.72,pangas
8.85,18.31,3.37,pangas
8.78,17.36,3.44,pangas
8.83,17.85,3.27,pangas
8.87,18.13,3.69,pangas
8.76,17.73,3.67,pangas
8.81,17.77,3.33,pangas
8.81,18.24,3.4,pangas
8.85,18.08,3.25,pangas
8.77,17.8,3.16,pangas
8.78,18.39,3.42,pangas
8.77,18.51,3.24,pangas
8.76,18.31,3.56,pangas
8.8,18.19,3.49,pangas
8.75,17.22,3.32,pangas
8.86,17.81,3.52,pangas
8.82,17.43,3.35,pangas
8.83,17.7,3.36,pangas
8.83,17.96,3.64,pangas
8.83,17.65,3.33,pangas
8.81,18.34,3.34,pangas
8.72,18.07,3.28,pangas
8.75,17.95,3.62,pangas
8.78,18.09,3.57,pangas
8.85,17.72,3.21,pangas
8.76,18.18,3.56,pangas
8.76,18.58,3.21,pangas
8.86,18.4,3.45,pangas
8.77,17.72,3.38,pangas
8.86,17.58,3.06,pangas
8.83,18.11,3.82,pangas
8.74,17.9,3.66,pangas
8.82,17.88,3.59,pangas
8.78,18.2,3.18,pangas
8.73,17.86,2.92,pangas
8.81,17.42,3.49,pangas
8.82,17.92,3.52,pangas
8.82,17.85,3.8,pangas
8.83,18.17,3.64,pangas
8.84,18.56,3.46,pangas
8.81,17.75,3.38,pangas
8.77,18.14,3.25,pangas
8.81,18.11,3.46,pangas
8.77,18.15,3.41,pangas
8.67,17.64,3.71,pangas
8.88,18.1,3.59,pangas
8.77,17.86,3.68,pangas
8.83,17.96,3.39,pangas
8.87,18.28,3.56,pangas
8.79,18.0,3.46,pangas
8.79,17.89,3.6,pangas
8.73,17.73,3.17,pangas
8.85,17.78,3.54,pangas
8.78,18.87,3.55,pangas
8.7,18.35,3.38,pangas
8.78,17.8,3.5,pangas
8.8,17.81,3.36,pangas
8.8,17.3,3.17,pangas
8.87,18.1,3.36,pangas
8.71,17.98,3.66,pangas
8.92,18.57,3.28,pangas
8.77,17.56,3.29,pangas
8.78,17.89,3.87,pangas
8.72,17.99,3.05,pangas
8.81,17.6,3.68,pangas
8.78,17.58,3.04,pangas
8.74,18.07,3.54,pangas
8.77,18.28,3.23,pangas
8.64,18.08,3.72,pangas
8.85,17.61,3.35,pangas
8.83,17.81,3.48,pangas
8.75,17.67,3.28,pangas
8.84,18.0,3.71,pangas
8.82,18.48,3.62,pangas
8.83,17.96,4.06,pangas
8.8,17.41,3.51,pangas
8.74,18.31,3.61,pangas
8.78,17.73,3.49,pangas
8.76,18.24,3.57,pangas
8.94,17.87,3.4,pangas
8.78,17.97,3.67,pangas
8.78,18.59,3.58,pangas
8.77,17.78,3.67,pangas
8.79,18.0,3.34,pangas
8.79,17.81,3.73,pangas
8.83,17.95,3.42,pangas
8.79,18.0,3.27,pangas
8.69,17.76,3.43,pangas
8.75,18.25,3.41,pangas
8.88,17.83,3.49,pangas
8.78,18.13,3.67,pangas
8.82,17.39,3.56,pangas
8.74,17.91,3.6,pangas
8.73,18.35,3.39,pangas
8.9,18.02,3.8,pangas
8.85,17.82,3.2,pangas
8.8,17.83,3.78,pangas
8.78,17.91,3.18,pangas
8.81,17.65,3.55,pangas
8.87,18.0,3.46,pangas
8.9,17.78,3.65,pangas
8.86,17.56,3.77,pangas
8.82,18.15,3.55,pangas
8.89,18.11,3.27,pangas
8.95,18.29,3.56,pangas
8.8,17.71,3.59,pangas
8.77,18.1,3.19,pangas
8.83,17.58,3.51,pangas
8.93,18.1,3.55,pangas
8.88,18.2,3.55,pangas
8.73,18.27,3.62,pangas
8.85,17.41,3.51,pangas
8.89,17.87,3.5,pangas
8.92,18.72,3.49,pangas
8.89,17.75,3.36,pangas
8.86,18.35,3.62,pangas
8.97,17.55,3.2,pangas
8.93,18.43,3.47,pangas
8.65,17.78,3.53,pangas
8.83,18.06,3.84,pangas
8.94,18.24,3.45,pangas
8.85,18.23,3.47,pangas
8.87,17.53,3.32,pangas
8.91,17.67,3.51,pangas
8.89,18.14,3.57,pangas
8.9,17.81,3.17,pangas
8.83,18.22,3.22,pangas
8.82,17.69,3.09,pangas
8.81,18.3,3.32,pangas
8.78,17.85,3.56,pangas
8.78,18.29,3.17,pangas
8.85,17.88,3.35,pangas
8.87,18.23,3.45,pangas
8.84,18.14,3.5,pangas
8.84,18.01,3.31,pangas
8.83,18.24,3.55,pangas
8.91,18.19,3.28,pangas
8.92,17.91,3.65,pangas
8.86,18.09,3.53,pangas
8.91,17.51,3.14,pangas
8.9,18.11,3.3,pangas
8.89,17.58,4.11,pangas
8.94,18.19,3.48,pangas
8.84,17.61,3.44,pangas
8.83,17.76,3.18,pangas
8.88,17.89,3.57,pangas
8.89,18.07,3.99,pangas
8.91,17.62,3.55,pangas
8.87,17.6,3.18,pangas
8.8,17.81,3.48,pangas
8.82,18.02,3.27,pangas
8.85,17.9,3.72,pangas
8.85,17.76,3.81,pangas
8.74,18.53,3.3,pangas
8.8,17.64,3.4,pangas
8.95,17.67,3.65,pangas
8.79,18.09,3.37,pangas
8.81,18.0,3.34,pangas
8.94,18.01,3.43,pangas
8.77,17.84,3.24,pangas
8.89,17.94,3.46,pangas
8.85,17.59,3.25,pangas
8.79,17.85,3.59,pangas
8.73,17.67,2.86,pangas
8.74,18.02,3.67,pangas
8.74,17.71,3.49,pangas
8.85,18.27,3.51,pangas
8.79,17.38,3.5,pangas
8.9,18.2,3.51,pangas
8.82,17.6,3.41,pangas
8.81,17.86,3.68,pangas
8.85,17.97,3.28,pangas
8.75,17.54,3.53,pangas
8.7,17.81,3.76,pangas
8.83,17.7,3.34,pangas
8.84,17.9,3.43,pangas
8.77,17.83,3.42,pangas
8.84,18.18,3.21,pangas
8.74,18.21,3.51,pangas
8.74,18.1,3.55,pangas
8.91,17.74,3.7,pangas
8.73,18.23,3.67,pangas
8.88,18.14,3.46,pangas
8.74,17.63,3.13,pangas
8.75,17.94,3.47,pangas
8.79,17.57,3.13,pangas
8.81,17.92,3.28,pangas
8.77,18.27,3.71,pangas
8.73,17.78,3.77,pangas
8.79,17.73,3.7,pangas
8.85,18.09,3.43,pangas
8.83,18.26,3.47,pangas
8.78,18.18,3.89,pangas
8.91,17.7,3.43,pangas
8.75,17.85,3.27,pangas
8.77,18.02,3.56,pangas
8.71,18.28,3.26,pangas
8.75,17.44,3.35,pangas
8.76,17.55,2.99,pangas
8.78,17.87,3.48,pangas
8.79,17.94,3.93,pangas
8.8,17.72,3.24,pangas
8.78,18.0,3.38,pangas
8.78,18.44,3.4,pangas
8.69,18.13,3.54,pangas
8.69,18.0,3.28,pangas
8.8,18.44,3.44,pangas
8.83,17.5,3.18,pangas
8.88,17.96,3.61,pangas
8.84,17.71,3.65,pangas
8.81,17.48,3.78,pangas
8.85,17.48,3.52,pangas
8.77,18.3,3.2,pangas
8.96,17.82,3.63,pangas
8.85,17.81,3.46,pangas
8.75,17.6,3.53,pangas
8.77,17.72,3.39,pangas
8.81,17.63,3.43,pangas
8.82,17.94,3.27,pangas
8.78,18.0,3.68,pangas
8.74,17.7,3.34,pangas
8.75,17.99,3.6,pangas
8.83,17.84,3.2,pangas
8.81,17.92,3.49,pangas
8.72,17.81,3.24,pangas
8.8,17.74,3.38,pangas
8.7,18.18,3.43,pangas
8.78,17.65,3.15,pangas
8.75,17.76,3.54,pangas
8.76,17.65,3.18,pangas
8.78,17.63,3.74,pangas
8.79,18.04,3.43,pangas
8.79,17.6,3.24,pangas
8.78,18.04,3.09,pangas
8.76,18.42,3.58,pangas
8.86,17.68,3.39,pangas
8.83,18.06,3.46,pangas
8.72,18.22,3.98,pangas
8.7,18.29,3.39,pangas
8.76,17.95,3.24,pangas
8.78,17.39,3.58,pangas
8.89,17.68,3.45,pangas
8.77,18.17,3.56,pangas
8.83,17.72,3.57,pangas
8.61,18.07,3.24,pangas
8.76,18.09,3.17,pangas
8.83,17.83,3.77,pangas
8.73,17.33,3.47,pangas
8.81,18.07,3.25,pangas
8.8,18.0,3.49,pangas
8.72,17.91,3.59,pangas
8.82,18.47,3.42,pangas
8.71,18.36,3.53,pangas
8.81,18.23,3.74,pangas
8.8,18.35,3.6,pangas
8.77,17.93,3.61,pangas
8.76,18.27,3.52,pangas
8.82,18.43,3.56,pangas
8.8,17.98,3.46,pangas
8.82,18.41,3.37,pangas
8.77,18.39,3.38,pangas
8.81,17.82,3.15,pangas
8.81,18.33,3.48,pangas
8.73,18.03,3.34,pangas
8.67,17.98,3.59,pangas
8.86,18.53,3.62,pangas
8.85,17.61,3.81,pangas
8.86,17.89,3.63,pangas
8.83,18.44,3.46,pangas
8.76,17.85,3.67,pangas
8.7,17.1,3.67,pangas
8.81,18.01,3.23,pangas
8.71,17.81,3.56,pangas
8.77,18.27,3.3,pangas
8.77,18.21,3.41,pangas
8.78,17.81,3.32,pangas
8.82,18.15,3.54,pangas
8.77,17.94,3.81,pangas
8.73,18.57,3.51,pangas
8.79,18.29,3.08,pangas
8.87,18.56,3.71,pangas
8.69,18.23,3.82,pangas
8.88,17.58,3.69,pangas
8.89,18.01,3.2,pangas
8.84,18.32,3.46,pangas
8.74,18.29,3.34,pangas
8.82,18.47,3.16,pangas
8.85,17.94,3.45,pangas
8.83,17.77,3.25,pangas
8.71,18.37,3.42,pangas
8.83,17.85,3.26,pangas
8.83,18.1,3.44,pangas
8.82,17.71,3.7,pangas
8.86,18.23,3.42,pangas
8.8,18.47,3.75,pangas
8.9,17.77,3.32,pangas
8.81,18.12,3.46,pangas
8.78,18.38,3.47,pangas
8.74,17.67,3.54,pangas
8.79,17.94,3.5,tilapia
8.94,17.65,3.44,tilapia
8.91,17.79,3.59,tilapia
8.88,17.65,3.44,tilapia
8.77,17.48,3.81,tilapia
8.76,17.68,3.41,tilapia
8.84,17.97,3.34,tilapia
8.81,18.18,3.5,tilapia
8.78,18.24,3.46,tilapia
8.87,17.71,3.34,tilapia
8.74,17.87,3.5,tilapia
8.72,17.97,3.61,tilapia
8.72,17.78,3.61,tilapia
8.74,17.85,3.72,tilapia
8.88,18.07,3.47,tilapia
8.76,18.21,3.73,tilapia
8.73,18.21,3.38,tilapia
8.75,17.89,3.7,tilapia
8.81,18.02,3.57,tilapia
8.81,17.91,3.63,tilapia
8.76,18.14,3.67,tilapia
8.82,18.17,3.59,tilapia
8.85,17.26,3.67,tilapia
8.89,17.75,3.35,tilapia
8.85,17.66,3.37,tilapia
8.8,17.7,3.68,tilapia
8.75,18.05,3.56,tilapia
8.87,18.29,3.39,tilapia
8.73,18.19,3.37,tilapia
8.77,17.62,3.64,tilapia
8.76,17.93,3.5,tilapia
8.8,18.14,3.45,tilapia
8.75,17.38,3.52,tilapia
8.78,17.73,3.51,tilapia
8.83,18.27,3.19,tilapia
8.77,18.23,3.82,tilapia
8.75,18.35,3.23,tilapia
8.85,17.86,3.81,tilapia
8.77,17.85,3.47,tilapia
8.71,17.41,3.6,tilapia
8.84,18.12,3.25,tilapia
8.81,17.64,3.58,tilapia
8.85,18.05,3.79,tilapia
8.78,17.88,3.51,tilapia
8.72,17.82,3.44,tilapia
8.78,18.02,3.2,tilapia
8.73,18.28,3.1,tilapia
8.82,17.83,3.53,tilapia
8.87,17.9,3.63,tilapia
8.79,17.91,3.45,tilapia
6.02,21.0,3.48,rui
6.06,20.78,3.25,rui
6.02,21.06,3.12,rui
6.02,20.63,3.61,rui
5.93,21.58,3.41,rui
5.98,20.92,3.59,rui
6.06,20.92,3.19,rui
5.96,21.09,3.68,rui
6.08,21.05,3.67,rui
6.12,21.36,3.66,rui
5.98,21.29,3.57,rui
6.05,21.38,3.55,rui
6.01,20.68,3.42,rui
6.03,21.08,3.53,rui
6.07,21.26,3.47,rui
5.98,21.12,3.93,rui
6.04,20.91,3.59,rui
6.05,21.18,3.75,rui
6.04,21.4,3.53,rui
6.1,21.36,3.66,rui
6.06,21.69,3.7,rui
5.98,21.07,3.43,rui
6.12,21.38,3.89,rui
5.98,21.33,3.21,rui
5.94,20.88,3.78,rui
5.97,20.99,3.72,rui
6.06,21.66,3.48,rui
6.0,20.67,3.41,rui
5.96,20.46,3.87,rui
6.02,21.78,3.31,rui
6.0,20.77,3.35,rui
6.06,21.17,3.66,rui
6.09,21.33,3.28,rui
5.99,21.04,4.23,rui
6.06,21.03,3.61,rui
5.99,21.08,3.67,rui
6.02,20.77,3.46,rui
6.0,20.59,3.37,rui
5.95,20.63,3.25,rui
6.07,21.45,3.17,rui
6.1,20.66,3.63,rui
6.03,21.19,3.25,rui
5.93,20.76,3.57,rui
6.12,20.69,3.46,rui
5.98,20.99,3.09,rui
6.09,21.01,3.66,rui
6.01,21.06,3.71,rui
6.03,21.05,3.32,rui
5.99,20.7,3.33,rui
6.08,21.54,3.23,rui
6.01,21.0,3.49,rui
6.03,20.9,3.77,rui
6.02,21.0,3.34,rui
5.93,21.23,3.56,rui
6.03,20.82,3.46,rui
6.05,21.29,3.25,rui
5.98,20.58,3.53,rui
6.05,20.92,3.36,rui
5.99,21.69,3.73,rui
6.05,21.1,3.49,rui
5.96,20.68,3.38,rui
5.96,20.82,3.47,rui
6.01,20.81,3.59,rui
6.0,21.06,3.34,rui
6.04,20.84,3.81,rui
6.0,20.97,3.61,rui
6.05,21.28,3.85,rui
6.04,20.98,3.38,rui
6.0,21.45,3.21,rui
5.97,20.93,3.32,rui
5.99,21.54,3.43,rui
6.03,20.5,3.27,rui
6.06,21.5,3.53,rui
5.99,21.15,2.97,rui
6.02,20.69,3.65,rui
5.9,20.81,3.48,rui
5.97,20.89,3.67,rui
6.01,20.72,3.68,rui
6.02,21.09,3.31,rui
5.88,20.73,3.29,rui
5.98,20.75,3.51,rui
6.05,21.32,3.66,rui
5.97,21.02,3.8,rui
5.93,21.4,3.29,rui
6.02,21.12,3.53,rui
6.12,20.91,3.16,rui
6.03,20.95,3.6,rui
6.05,20.99,3.58,rui
6.02,21.54,3.42,rui
5.98,21.26,3.3,rui
6.03,20.95,3.47,rui
6.13,21.37,3.69,rui
6.04,20.79,3.54,rui
6.04,21.06,3.51,rui
5.99,21.08,3.38,rui
6.05,20.4,3.76,rui
5.94,20.68,3.57,rui
6.04,21.62,3.55,rui
6.01,21.06,3.81,rui
6.13,20.94,3.6,rui
6.0,21.0,3.48,rui
6.0,20.97,3.86,rui
5.95,20.3,3.54,rui
6.06,21.07,3.58,rui
6.04,21.03,3.59,rui
6.03,20.41,3.5,rui
5.92,20.99,3.38,rui
6.05,21.07,3.57,rui
5.99,21.32,3.16,rui
5.96,21.39,3.39,rui
5.89,21.44,3.7,rui
6.04,21.03,3.81,rui
6.06,21.46,3.62,rui
6.01,20.88,3.23,rui
6.03,21.18,3.41,rui
6.03,20.9,3.65,rui
5.96,20.68,3.43,rui
6.04,20.65,3.69,rui
5.92,20.93,3.2,rui
5.87,21.11,3.44,rui
5.93,20.85,3.57,rui
5.98,20.94,3.4,rui
5.97,20.82,3.36,rui
5.96,20.69,3.4,rui
5.97,20.68,3.63,rui
6.06,21.0,3.49,rui
5.97,21.32,3.83,rui
5.99,20.84,3.55,rui
6.01,20.85,3.57,rui
6.05,20.76,3.99,rui
5.92,20.74,3.53,rui
6.11,20.83,3.27,rui
6.03,20.93,3.61,rui
6.0,20.74,3.95,rui
5.85,21.55,3.67,rui
5.96,21.56,3.21,rui
6.05,20.38,3.25,rui
5.94,20.77,3.48,rui
5.96,20.39,3.57,rui
6.0,21.12,3.51,rui
6.05,20.98,3.68,rui
5.96,20.78,3.76,rui
6.07,21.17,3.3,rui
5.95,21.4,3.73,rui
6.0,21.7,3.57,rui
5.94,20.92,3.48,rui
6.0,21.38,3.29,rui
5.93,21.18,3.38,rui
6.12,21.28,3.37,rui
6.06,21.22,3.61,rui
6.09,21.06,3.48,rui
6.08,21.19,3.06,rui
6.16,20.03,3.39,rui
6.01,20.91,3.47,rui
6.03,20.23,3.52,rui
6.19,20.95,3.67,rui
6.17,20.49,3.39,rui
6.03,20.82,3.82,rui
6.1,21.3,3.47,rui
6.03,21.26,3.73,rui
6.11,21.21,3.23,rui
6.13,21.46,3.56,rui
6.0,21.55,3.29,rui
6.11,21.35,3.7,rui
6.0,21.1,3.49,rui
6.16,21.2,3.77,rui
6.12,21.04,3.52,rui
6.17,20.67,3.66,rui
6.06,20.81,3.68,rui
6.05,21.17,3.38,rui
5.97,21.2,3.51,rui
5.99,20.85,3.12,rui
6.13,21.48,3.65,rui
6.14,20.9,3.59,rui
6.09,21.12,3.67,rui
6.15,20.94,3.2,rui
6.08,20.99,3.54,rui
6.13,20.49,3.35,rui
6.04,21.44,3.44,rui
6.06,21.22,3.36,rui
6.09,21.6,3.84,rui
6.07,21.01,3.36,rui
5.99,21.37,3.96,rui
6.07,20.81,3.43,rui
6.09,20.72,3.39,rui
6.14,21.1,3.73,rui
6.11,20.73,3.36,rui
6.1,20.72,3.23,rui
6.03,21.21,3.41,rui
6.15,20.79,2.99,rui
6.08,21.55,3.49,rui
6.02,20.57,3.72,rui
6.05,21.52,3.61,rui
6.05,21.41,3.3,rui
6.02,20.8,3.63,rui
6.15,20.94,3.11,rui
6.01,20.74,3.22,rui
6.1,21.64,3.64,rui
6.03,20.85,3.38,rui
6.11,21.53,3.39,rui
6.93,21.0,3.47,rui
7.01,21.63,3.4,rui
6.91,20.89,3.48,rui
6.91,21.27,3.16,rui
6.9,21.1,3.64,rui
7.04,20.61,3.34,rui
6.82,20.67,3.12,rui
6.9,20.93,3.56,rui
6.92,21.14,3.49,rui
6.88,20.49,3.59,rui
7.01,21.76,3.66,rui
7.0,21.14,3.53,rui
6.94,20.97,3.59,rui
6.9,20.96,3.23,rui
6.95,20.71,3.48,rui
6.96,21.18,3.62,rui
6.92,21.15,3.37,rui
6.83,21.16,3.53,rui
6.98,20.99,3.15,rui
6.93,21.27,3.57,rui
6.92,20.5,3.26,rui
6.95,20.5,3.41,rui
6.93,21.34,3.59,rui
6.98,21.09,3.3,rui
6.9,20.72,3.59,rui
6.9,20.88,3.47,rui
7.01,21.2,3.32,rui
6.94,21.5,3.59,rui
6.85,20.73,3.27,rui
7.0,21.38,3.34,rui
6.9,21.01,3.48,rui
6.88,20.93,3.18,rui
6.99,20.47,3.12,rui
6.95,20.63,3.37,rui
6.93,21.2,3.43,rui
7.02,21.0,3.71,rui
6.94,21.64,3.68,rui
6.93,21.19,3.42,rui
6.92,20.61,3.31,rui
7.03,20.64,3.34,rui
6.93,20.98,3.55,rui
6.91,21.13,3.7,rui
6.99,20.92,3.59,rui
6.87,20.78,3.24,rui
6.93,20.74,3.17,rui
6.91,20.48,3.74,rui
6.9,21.3,3.37,rui
6.87,21.35,3.49,rui
7.02,20.86,3.38,rui
6.98,21.3,3.5,rui
6.42,20.94,3.47,rui
6.59,20.86,3.22,rui
6.37,20.86,3.77,rui
6.41,21.41,3.56,rui
6.47,21.06,3.55,rui
6.46,20.77,3.36,rui
6.44,21.52,3.16,rui
6.32,20.86,3.68,rui
6.42,20.59,3.49,rui
6.33,21.13,3.41,rui
6.42,21.07,3.51,rui
6.39,21.25,3.63,rui
6.33,20.87,3.25,rui
6.36,21.1,3.39,rui
6.41,20.74,3.54,rui
6.45,21.59,3.43,rui
6.35,20.79,3.64,rui
6.38,20.5,3.32,rui
6.39,20.62,3.51,rui
6.42,21.18,3.38,rui
6.45,20.79,3.24,rui
6.39,20.45,3.83,rui
6.43,20.7,3.39,rui
6.3,21.37,3.74,rui
6.43,21.04,3.22,rui
6.36,20.43,3.44,rui
6.47,20.83,3.54,rui
6.47,20.45,3.84,rui
6.48,21.09,3.65,rui
6.47,21.03,3.76,rui
6.4,21.08,3.73,rui
6.29,21.07,3.61,rui
6.33,21.02,3.31,rui
6.44,20.91,3.28,rui
6.48,20.81,3.52,rui
6.49,20.66,3.47,rui
6.4,20.86,3.9,rui
6.44,21.03,3.57,rui
6.44,20.39,3.93,rui
6.35,21.46,3.59,rui
6.43,20.85,3.99,rui
6.45,20.95,3.36,rui
6.39,20.96,3.28,rui
6.45,20.75,3.67,rui
6.47,20.92,3.59,rui
6.45,20.5,3.82,rui
6.41,21.15,3.61,rui
6.3,20.74,3.64,rui
6.42,21.15,3.49,rui
6.48,20.97,3.75,rui
6.48,21.0,3.46,rui
6.43,20.96,3.34,rui
6.5,20.92,3.41,rui
6.44,20.86,3.46,rui
6.38,20.31,3.47,rui
6.34,20.94,3.38,rui
6.51,20.8,3.77,rui
6.52,20.55,3.4,rui
6.56,20.79,3.45,rui
6.55,20.84,3.68,rui
6.43,20.13,3.71,rui
6.5,21.15,3.24,rui
6.43,21.35,3.51,rui
6.47,21.07,3.76,rui
6.52,20.86,3.18,rui
6.51,20.72,3.22,rui
6.55,21.26,3.54,rui
6.42,21.54,3.67,rui
6.46,20.85,3.48,rui
6.46,21.66,3.38,rui
6.43,21.48,3.35,rui
6.52,21.2,3.45,rui
6.43,20.99,3.23,rui
6.48,21.23,3.8,rui
6.43,20.92,3.36,rui
6.49,20.54,3.27,rui
6.4,20.57,3.33,rui
6.56,21.1,3.47,rui
6.55,21.12,3.56,rui
6.46,20.81,3.2,rui
6.45,20.92,3.53,rui
6.48,20.89,3.28,rui
6.5,20.85,3.53,rui
6.38,21.1,3.61,rui
6.51,20.94,3.64,rui
6.42,20.97,3.42,rui
6.53,20.39,3.25,rui
6.57,20.27,3.62,rui
6.44,21.08,3.74,rui
6.49,21.43,3.36,rui
6.46,21.24,3.37,rui
6.51,21.36,3.63,rui
6.4,20.9,3.52,rui
6.47,21.02,3.52,rui
6.45,20.94,3.22,rui
6.46,20.54,3.48,rui
6.47,20.73,3.82,rui
6.47,21.09,3.33,rui
6.46,21.1,3.39,rui
6.48,21.24,3.36,rui
7.0,21.0,3.46,rui
6.93,20.54,3.75,rui
7.05,21.2,3.37,rui
6.93,20.92,3.44,rui
6.94,20.56,3.11,rui
7.03,20.64,3.52,rui
6.98,21.18,3.53,rui
6.99,21.04,3.44,rui
6.97,21.29,3.38,rui
7.0,20.58,3.51,rui
6.97,20.86,3.29,rui
6.99,20.4,3.6,rui
7.0,20.86,3.15,rui
7.02,20.81,3.72,rui
7.02,21.46,3.49,rui
7.05,21.14,3.37,rui
7.01,20.75,3.87,rui
6.99,21.01,3.54,rui
6.95,21.4,3.25,rui
6.94,20.95,3.2,rui
7.08,20.93,2.82,rui
7.01,21.17,3.38,rui
6.93,20.97,3.36,rui
6.95,20.68,3.49,rui
7.05,21.14,3.11,rui
7.03,21.23,3.74,rui
6.95,20.98,3.57,rui
6.97,21.17,3.46,rui
6.96,20.77,3.71,rui
6.95,20.65,3.53,rui
7.0,20.61,3.36,rui
6.96,20.81,3.96,rui
6.98,20.74,3.86,rui
7.04,21.22,3.29,rui
7.06,21.24,3.49,rui
6.91,20.99,3.81,rui
7.01,20.89,3.41,rui
6.99,20.76,3.45,rui
7.07,21.4,3.31,rui
7.06,21.23,3.59,rui
7.02,20.72,3.38,rui
7.04,20.64,3.25,rui
7.02,20.76,3.62,rui
6.96,21.07,3.53,rui
6.98,20.93,3.32,rui
7.0,20.71,3.42,rui
7.04,20.66,3.36,rui
7.03,20.38,3.83,rui
7.05,20.54,3.04,rui
7.0,20.66,3.65,rui
7.27,21.06,3.45,rui
7.29,21.1,3.34,rui
7.35,21.29,3.57,rui
7.33,20.75,3.71,rui
7.26,21.16,3.42,rui
7.18,21.35,3.09,rui
7.22,20.92,3.06,rui
7.21,21.13,3.38,rui
7.26,20.79,3.46,rui
7.25,20.57,3.41,rui
7.21,21.33,3.37,rui
7.4,21.35,3.42,rui
7.3,20.43,3.64,rui
7.23,21.09,3.3,rui
7.24,21.01,3.47,rui
7.27,21.06,3.12,rui
7.39,21.13,3.54,rui
